Genome Name,Data could not be classified,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline,
Acinetobacter baumannii strain MRSN89,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN890,Possible MDR,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN8900,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN8901,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN8902,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN8903,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN891,Possible MDR,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN896,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN899,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN902,Possible MDR,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN908,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN909,Possible MDR,NA,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN910,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN915,Possible MDR,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN916,Possible MDR,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN917,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN919,Possible MDR,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN920,Possible MDR,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN921,Possible MDR,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN922,Possible MDR,Susceptible,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,Susceptible,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN926,Possible MDR,NA,Resistant,Resistant,Susceptible,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN927,Possible MDR,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN929,Possible XDR,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN939,Possible MDR,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN946,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN953,Possible MDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN966,Possible MDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN16897,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN17592,Possible MDR,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN17593,Possible MDR,NA,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16901,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16896,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16898,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16881,Possible MDR,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16882,Possible MDR,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN20315,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN20755,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7081,Possible MDR,Susceptible,Resistant,Resistant,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN16874,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN5540,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN6269,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN6273,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,
Acinetobacter baumannii strain AR_0036,Possible XDR,NA,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain AR_0037,Possible XDR,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,NA,NA,
Acinetobacter baumannii strain AR_0033,Possible XDR,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,NA,NA,
Acinetobacter baumannii ACICU,Possible MDR,Resistant,Resistant,Susceptible,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii AYE,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain AYP-A2,Possible MDR,Intermediate,Resistant,Resistant,NA,Susceptible,NA,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii MDR-TJ,Possible MDR,Resistant,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii BJAB07104,Possible MDR,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant,
Acinetobacter baumannii BJAB0715,Possible MDR,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant,
Acinetobacter baumannii BJAB0868,Possible MDR,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant,
Acinetobacter baumannii NCGM 237,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii XH386,Possible MDR,NA,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii D36,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii KBN10P02143,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA,
Acinetobacter baumannii YU-R612,Possible MDR,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,Susceptible,
Acinetobacter baumannii 3207,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,Resistant,Resistant,NA,
Acinetobacter baumannii LAC4,Possible MDR,Intermediate,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,Intermediate,NA,NA,NA,NA,Intermediate,NA,Susceptible,
Acinetobacter baumannii BAL062,Possible MDR,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,Susceptible,NA,NA,NA,NA,
Acinetobacter baumannii TCDC-AB0715,Possible MDR,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0273,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0274,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0275,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0277,Possible XDR,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0278,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0279,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0280,Possible XDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0281,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0282,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0283,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0284,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0286,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0287,Possible XDR,NA,Resistant,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0289,Possible XDR,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant,
Acinetobacter baumannii strain FDA-CDC-AR_0290,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0291,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0294,Possible XDR,Resistant,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant,
Acinetobacter baumannii strain FDA-CDC-AR_0295,Possible XDR,Susceptible,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant,
Acinetobacter baumannii strain FDA-CDC-AR_0296,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0297,Possible XDR,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant,
Acinetobacter baumannii strain FDA-CDC-AR_0298,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0299,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0301,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant,
Acinetobacter baumannii strain FDA-CDC-AR_0302,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain FDA-CDC-AR_0306,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0311,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain FDA-CDC-AR_0313,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible,
Acinetobacter baumannii strain MRSN4119,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN3941,Possible XDR,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA,
Acinetobacter baumannii strain AR_0035,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii strain AR_0045,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA,
Acinetobacter baumannii AB307-0294,Possible Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,
Acinetobacter baumannii D1279779,Possible Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii B8300,Possible Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,
Acinetobacter baumannii CIP70.10,Possible Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,
Acinetobacter baumannii ATCC 17978,Possible Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,
Acinetobacter baumannii strain AB030,Possible XDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,NA,Resistant,NA,Resistant,Resistant,NA,Susceptible,NA,NA,NA,NA,
Acinetobacter baumannii HRAB-85,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,NA,NA,NA,
Acinetobacter baumannii A85,Possible XDR,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,NA,Resistant,NA,NA,7 classess
Acinetobacter baumannii AC30,Possible XDR,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,6 classess
Acinetobacter baumannii 1656-2,Possible MDR,Resistant,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii TYTH-1,Possible MDR,NA,NA,NA,Resistant,NA,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii AbH12O-A2,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resistant,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii 6200,Possible MDR,Resistant,NA,Resistant,NA,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii A1,Possible MDR,NA,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii AB5075-UW,Possible MDR,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii CMC-CR-MDR-Ab4,Data could not be classified,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii CMC-MDR-Ab59,Data could not be classified,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii CMC-CR-MDR-Ab66,Data could not be classified,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii AB031,Data could not be classified,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,NA,NA,Susceptible,Resistant,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii R2090,Possible MDR,NA,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii B8342,Possible Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii AB0057,Possible MDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,NA,
